case,species,step,omega_ci_t,anisotropy_global,parallel_over_perpendicular_global,anisotropy_median,anisotropy_p25,anisotropy_p75,beta_parallel_global,beta_parallel_median,beta_parallel_p25,beta_parallel_p75,marginal_threshold,instability_drive,valid_cells
Mirror Moderate Bi-Kappa 3,ion,44000,5.805555555555555,2.008232593536377,0.49795028883534853,2.01088809967041,1.9358700513839722,2.087998628616333,4.919188022613525,4.899637222290039,4.709319114685059,5.106976509094238,1.2032855819706416,0.8049470115657353,331776
Mirror Moderate Bi-Kappa 3,ion,44500,5.871527777777778,2.0083296298980713,0.4979262293962934,2.0111846923828125,1.9359995126724243,2.0883259773254395,4.918392658233643,4.8992204666137695,4.707490921020508,5.1073408126831055,1.203318455741013,0.8050111741570583,331776
Mirror Moderate Bi-Kappa 3,ion,45000,5.9375,2.0084095001220703,0.49790642791682693,2.0110485553741455,1.9355146884918213,2.088690996170044,4.917633533477783,4.898550987243652,4.7060956954956055,5.106671333312988,1.2033498415838224,0.8050596585382479,331776
Mirror Moderate Bi-Kappa 3,ion,45500,6.003472222222222,2.0085256099700928,0.49787764469425416,2.011216163635254,1.9355010986328125,2.088944911956787,4.916820526123047,4.897884845733643,4.706461429595947,5.104801177978516,1.2033834659384055,0.8051421440316873,331776
Mirror Moderate Bi-Kappa 3,ion,46000,6.069444444444445,2.008610248565674,0.4978566651813555,2.0114779472351074,1.9356731176376343,2.0890705585479736,4.916053295135498,4.896074295043945,4.705519199371338,5.104357719421387,1.2034152072739963,0.8051950412916775,331776
Mirror Moderate Bi-Kappa 3,ion,46500,6.135416666666667,2.0086915493011475,0.4978365146943115,2.011378526687622,1.9363622665405273,2.088758707046509,4.915302753448486,4.896222114562988,4.705290794372559,5.103371620178223,1.2034462677397477,0.8052452815613997,331776
Mirror Moderate Bi-Kappa 3,ion,47000,6.201388888888889,2.0087761878967285,0.49781553864745937,2.011845588684082,1.9359415769577026,2.0889875888824463,4.91452693939209,4.8947954177856445,4.703489780426025,5.103341102600098,1.203478384050469,0.8052978038462595,331776
Mirror Moderate Bi-Kappa 3,ion,47500,6.267361111111112,2.0088682174682617,0.49779273289528214,2.011552095413208,1.935833215713501,2.089010238647461,4.913747787475586,4.894674301147461,4.703552722930908,5.102824687957764,1.2035106487453124,0.8053575687229493,331776
Mirror Moderate Bi-Kappa 3,ion,48000,6.333333333333334,2.0089471340179443,0.4977731783314651,2.01174259185791,1.936403751373291,2.088611125946045,4.9130072593688965,4.894505500793457,4.70242166519165,5.100390434265137,1.2035413235128123,0.805405810505132,331776
Mirror Moderate Bi-Kappa 3,ion,48500,6.399305555555555,2.009049892425537,0.49774771834695175,2.0115818977355957,1.9363012313842773,2.0890963077545166,4.912209510803223,4.893579959869385,4.701550483703613,5.101091384887695,1.2035743788616386,0.8054755135638985,331776
